자전거번호,대여 대여소번호,대여 대여소명,from_lat,from_lng,반납일시,반납대여소번호,반납대여소명,to_lat,to_lng
SPB-64410,786,목동아파트 8단지 상가동 앞,37.52007294,126.8683014,2022.12.1 6:11,770,목동역5번출구 교통정보센터 앞,37.52571487,126.8648682
SPB-54575,770,목동역5번출구 교통정보센터 앞,37.52571487,126.8648682,2022.12.1 0:36,791,현대하이페리온,37.52490616,126.8697891
SPB-38450,770,목동역5번출구 교통정보센터 앞,37.52571487,126.8648682,2022.12.1 5:58,792,목동트라팰리스 웨스턴에비뉴,37.52537155,126.8709259
SPB-64798,792,목동트라팰리스 웨스턴에비뉴,37.52537155,126.8709259,2022.12.1 1:50,792,목동트라팰리스 웨스턴에비뉴,37.52537155,126.8709259
SPB-51578,3205,문래현대2차,37.5202179,126.882164,2022.12.1 5:22,3205,문래현대2차,37.5202179,126.882164
SPB-54895,2628,문정역 1번출구,37.48669815,127.1224442,2022.12.1 0:47,2634,위례포레샤인아파트 2318동,37.477211,127.1371765
SPB-40004,2628,문정역 1번출구,37.48669815,127.1224442,2022.12.1 2:03,2630,서울방이동 고분군,37.50786591,127.1169891
SPB-55420,2526,반포경남쇼핑 앞,37.50478745,126.9999237,2022.12.1 1:31,2230,이수역 4번 출구,37.4858284,126.9826279
SPB-65362,2525,반포쇼핑타운 2동 앞,37.5056076,127.0021591,2022.12.1 0:36,2217,아크로리버뷰 부지 앞,37.51304626,127.0059586
SPB-61011,2524,반포쇼핑타운 8동 앞,37.50735092,127.0080185,2022.12.1 0:05,2523,뉴코아 킴스클럽 앞,37.51019287,127.0072556
SPB-47745,2540,반포천 앞,37.49905014,126.996254,2022.12.1 0:28,2530,삼호3차아파트 앞,37.4977951,126.9870682
SPB-34426,2540,반포천 앞,37.49905014,126.996254,2022.12.1 1:18,2531,멤피스아파트 앞,37.49420547,126.989357
SPB-57689,1761,방학중학교 앞,37.66562271,127.0310898,2022.12.1 5:31,1767,방학초등학교 앞,37.66250992,127.0332794
SPB-41025,1554,번동사거리,37.63539124,127.0345535,2022.12.1 1:08,1569,수유역2번출구,37.63796997,127.0259018
SPB-50739,1554,번동사거리,37.63539124,127.0345535,2022.12.1 5:40,1554,번동사거리,37.63539124,127.0345535
SPB-62720,4576,보라매sk뷰 108동 앞,37.50160599,126.91745,2022.12.1 4:25,3212,신풍역 6번출구,37.50017166,126.9113083
SPB-62909,1762,북한산 한신휴플러스APT앞,37.65533829,127.0424194,2022.12.1 0:58,1762,북한산 한신휴플러스APT앞,37.65533829,127.0424194
SPB-61505,3600,사근빗물펌프장 건너편,37.56119156,127.0496826,2022.12.1 0:22,669,청계한신휴플러스앞 삼거리,37.57214737,127.0446091
SPB-63989,3600,사근빗물펌프장 건너편,37.56119156,127.0496826,2022.12.1 1:35,3544,한양대역 3번 출구,37.55453873,127.0437775
SPB-64944,2222,사당역 12번출구 뒤,37.47806931,126.9820328,2022.12.1 0:14,2095,경문고등학교 앞,37.49150085,126.9824066
SPB-53070,2222,사당역 12번출구 뒤,37.47806931,126.9820328,2022.12.1 4:50,2228,뒷벌공원 옆,37.48976898,126.986763
SPB-53442,2514,사평역 2번출구,37.50364304,127.0160217,2022.12.1 1:33,2542,신논현타워 앞,37.50508881,127.0239105
SPB-59532,670,삼육서울병원 버스정류장,37.58968735,127.061409,2022.12.1 1:06,1462,동부시장 북문 앞,37.59386826,127.0765228
SPB-65137,2911,상계역중앙시장,37.6588707,127.0719147,2022.12.1 1:12,1697,상계주공2단지 219동,37.65024948,127.0571518
SPB-51298,2920,상계중학교(당현2교사거리),37.65103531,127.0687103,2022.12.1 4:13,2920,상계중학교(당현2교사거리),37.65103531,127.0687103
